method,frac_removed,prob,example_idx
ATTN,0.2,0.9048543572425842,70
ATTN,0.3,0.9407601952552795,70
ATTN,0.5,0.9270212650299072,70
ATTN,0.0,0.830591082572937,71
ATTN,0.05,0.8632329702377319,71
ATTN,0.1,0.8861468434333801,71
ATTN,0.2,0.8901253342628479,71
ATTN,0.3,0.9055138826370239,71
ATTN,0.5,0.8164013028144836,71
ATTN,0.0,0.9509657621383667,72
ATTN,0.05,0.9492165446281433,72
ATTN,0.1,0.9465869665145874,72
ATTN,0.2,0.9473081827163696,72
ATTN,0.3,0.9466936588287354,72
ATTN,0.5,0.95017009973526,72
ATTN,0.0,0.8785476088523865,73
ATTN,0.05,0.8884352445602417,73
ATTN,0.1,0.8829129338264465,73
ATTN,0.2,0.8819419145584106,73
ATTN,0.3,0.9051857590675354,73
ATTN,0.5,0.8284770250320435,73
ATTN,0.0,0.4319083094596863,74
ATTN,0.05,0.5689581632614136,74
ATTN,0.1,0.6065757870674133,74
ATTN,0.2,0.7094780206680298,74
ATTN,0.3,0.9029406905174255,74
ATTN,0.5,0.9059169292449951,74
ATTN,0.0,0.9636520147323608,75
ATTN,0.05,0.9636902809143066,75
ATTN,0.1,0.9531686902046204,75
ATTN,0.2,0.9630807638168335,75
ATTN,0.3,0.9636617302894592,75
ATTN,0.5,0.9134650230407715,75
ATTN,0.0,0.9435201287269592,76
ATTN,0.05,0.9469274878501892,76
ATTN,0.1,0.9475962519645691,76
ATTN,0.2,0.9485983848571777,76
ATTN,0.3,0.9455993175506592,76
ATTN,0.5,0.9441881775856018,76
ATTN,0.0,0.797544538974762,77
ATTN,0.05,0.8534269332885742,77
ATTN,0.1,0.8690401315689087,77
ATTN,0.2,0.8187923431396484,77
ATTN,0.3,0.11510135978460312,77
ATTN,0.5,0.9477787613868713,77
ATTN,0.0,0.9281049370765686,78
ATTN,0.05,0.9278016090393066,78
ATTN,0.1,0.925278902053833,78
ATTN,0.2,0.9238775968551636,78
ATTN,0.3,0.9348811507225037,78
ATTN,0.5,0.9247958660125732,78
ATTN,0.0,0.8254300355911255,79
ATTN,0.05,0.7435985207557678,79
ATTN,0.1,0.7734798789024353,79
ATTN,0.2,0.5115194320678711,79
ATTN,0.3,0.5566694140434265,79
ATTN,0.5,0.25337278842926025,79
ATTN,0.0,0.9724022746086121,80
ATTN,0.05,0.972279965877533,80
ATTN,0.1,0.9737958908081055,80
ATTN,0.2,0.9734864830970764,80
ATTN,0.3,0.9696901440620422,80
ATTN,0.5,0.9039198756217957,80
ATTN,0.0,0.9413067102432251,81
